step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0000,-82.580,0.0006,-90.252,0.5000,0.0725,-4.1755,0.0,156.2
3000,0.0000,0.0000,-82.106,0.0008,-86.463,0.5000,0.1396,-6.4044,0.0,323.1
4500,0.0000,0.0000,-79.883,0.0007,-87.063,0.5000,0.1508,-8.5566,0.0,487.6
6000,0.0000,0.0000,-78.637,0.0008,-84.765,0.5000,0.2699,-10.1663,0.0,650.2
7500,0.0000,0.0312,-76.648,0.0013,-87.854,0.5000,0.3255,-12.0383,0.0,812.0
9000,0.0000,0.0000,-76.664,0.0011,-85.773,0.5000,0.4149,-13.2821,0.0,972.5
10500,0.0000,0.0000,-75.852,0.0009,-86.408,0.5000,0.6133,-14.6230,0.0,1130.4
12000,0.0000,0.0312,-73.656,0.0013,-86.395,0.5000,0.5165,-15.2273,0.0,1293.4
13500,0.0000,0.0312,-74.034,0.0009,-85.833,0.5000,0.7016,-16.6166,0.0,1456.2
15000,0.0000,0.0000,-76.162,0.0007,-86.105,0.5000,0.8011,-17.1756,0.0,1623.5
