step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.4000,-26.815,0.0062,-36.741,0.1500,1.2171,9.4902,0.0000,340.9
50000,0.0000,0.6000,-21.328,0.0102,-35.962,0.1500,1.6881,9.0971,0.0000,663.7
75000,0.0000,0.7667,-10.198,0.0091,-24.012,0.1500,1.6589,9.4298,0.0000,980.4
