epoch,train_mse,val_mse
1,0.083069,0.040196
2,0.035101,0.034523
3,0.030385,0.030465
4,0.026487,0.025426
5,0.023714,0.026039
6,0.021358,0.022009
7,0.019773,0.021119
8,0.018048,0.019471
9,0.016799,0.021411
10,0.015797,0.019264
11,0.014510,0.017775
12,0.013663,0.018074
13,0.012914,0.019507
14,0.012556,0.016438
15,0.011937,0.018612
16,0.011883,0.017128
17,0.011459,0.016358
18,0.011288,0.017793
19,0.010756,0.016704
20,0.011244,0.016290
21,0.010897,0.015383
22,0.010031,0.015736
23,0.010042,0.018422
24,0.010163,0.016793
25,0.009989,0.018226
26,0.010122,0.016151
27,0.009678,0.016642
28,0.009347,0.017840
29,0.009264,0.014944
30,0.009523,0.016752
31,0.009122,0.016155
32,0.009294,0.015704
33,0.008633,0.015387
34,0.008808,0.017623
35,0.008289,0.016176
36,0.008718,0.016143
37,0.008334,0.018876
38,0.008738,0.016893
39,0.008016,0.016688
40,0.008711,0.018591
41,0.008150,0.017366
42,0.008046,0.015257
43,0.007903,0.017769
44,0.008071,0.015345
45,0.007849,0.017843
46,0.007478,0.017307
47,0.007424,0.016883
48,0.007354,0.016931
49,0.007776,0.015959
50,0.007122,0.018957
51,0.007591,0.016177
52,0.007429,0.015552
53,0.007110,0.016948
54,0.007606,0.016958
55,0.007738,0.016794
56,0.007186,0.016262
57,0.007361,0.017680
58,0.007001,0.018228
59,0.006906,0.018891
60,0.007162,0.017619
