epoch,train_mse,val_mse
1,0.044754,0.009623
2,0.008127,0.008318
3,0.006852,0.006581
4,0.006142,0.006024
5,0.005477,0.006713
6,0.005811,0.005273
7,0.005040,0.004762
8,0.004212,0.004692
9,0.004565,0.004396
10,0.004333,0.006508
11,0.004123,0.004346
12,0.003739,0.003694
13,0.003855,0.004048
14,0.003538,0.003713
15,0.003456,0.003586
16,0.003392,0.004263
17,0.003276,0.003746
18,0.003071,0.003476
19,0.002919,0.003755
20,0.003202,0.003660
21,0.003477,0.003773
22,0.002840,0.003577
23,0.002895,0.003222
24,0.002858,0.003490
25,0.002751,0.007943
26,0.003428,0.003215
27,0.002465,0.003989
28,0.002770,0.003452
29,0.002639,0.003438
30,0.002407,0.003718
31,0.002286,0.003225
32,0.002373,0.003837
33,0.002572,0.003670
34,0.002429,0.004040
35,0.002641,0.004516
36,0.002414,0.004626
37,0.002565,0.003522
38,0.002462,0.003944
39,0.003057,0.003790
40,0.002259,0.003545
41,0.001996,0.003837
42,0.002139,0.003524
43,0.001919,0.003282
44,0.001947,0.003678
45,0.002111,0.004359
46,0.002648,0.005870
47,0.002351,0.003611
48,0.001726,0.004527
49,0.001777,0.004204
50,0.001688,0.004202
51,0.001791,0.003919
52,0.002135,0.003609
53,0.002677,0.002941
54,0.002408,0.003540
55,0.001604,0.004138
56,0.001566,0.003438
57,0.001588,0.003673
58,0.001781,0.004520
59,0.001703,0.004348
60,0.001576,0.004973
