step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.6000,-26.526,0.0095,-34.094,0.0500,1.4771,22.8205,0.0000,262.6
50000,0.0000,0.7000,-17.006,0.0109,-14.737,0.0500,1.7745,21.5084,0.0000,540.4
75000,0.0000,0.7000,-20.105,0.0115,-29.992,0.0500,2.9425,20.7555,0.0000,829.8
100000,0.0000,0.6333,-10.315,0.0172,-19.411,0.0500,3.6809,21.2634,0.0000,1120.7
125000,0.0000,0.7000,-15.553,0.0170,-32.611,0.0500,2.7880,21.9641,0.0000,1408.0
150000,0.0000,0.6667,-13.812,0.0177,-20.764,0.0500,3.5063,22.0204,0.0000,1691.8
175000,0.0000,0.7667,-3.320,0.0323,-7.680,0.0500,5.6051,22.6124,0.0000,1974.2
200000,0.0667,0.9000,57.202,0.0879,36.981,0.0500,7.5470,19.9849,0.0000,2268.8
225000,0.1000,0.7667,81.893,0.0781,110.798,0.0500,37.8351,10.4399,0.0000,2550.0
250000,0.2667,0.7667,222.077,0.1044,178.832,0.0628,82.1282,1.0039,0.0000,2823.9
275000,0.4333,0.8667,292.005,0.1168,254.905,0.0756,129.7737,-12.3896,0.0000,3097.0
300000,0.5333,1.0000,363.581,0.1295,242.829,0.0882,234.9499,-9.9757,0.0000,3369.4
