epoch,train_mse,val_mse
1,0.069100,0.022525
2,0.024525,0.020277
3,0.023073,0.020572
4,0.022258,0.020071
5,0.022118,0.019925
6,0.021367,0.019488
7,0.021231,0.018702
8,0.021084,0.019437
9,0.020938,0.018811
10,0.020933,0.019381
11,0.020717,0.019272
12,0.020611,0.018481
13,0.020844,0.018336
14,0.020214,0.018210
15,0.020354,0.018241
16,0.020023,0.018534
17,0.019949,0.018580
18,0.020134,0.019469
19,0.020137,0.018407
20,0.020043,0.018663
21,0.019495,0.019395
22,0.019311,0.019157
23,0.019360,0.018914
24,0.019448,0.018055
25,0.018816,0.017804
26,0.018765,0.018508
27,0.018944,0.018507
28,0.018808,0.018656
29,0.019046,0.020799
30,0.019302,0.018513
31,0.018465,0.020145
32,0.018760,0.018936
33,0.018440,0.018237
34,0.018389,0.018147
35,0.018187,0.019342
36,0.018523,0.019096
37,0.018258,0.019297
38,0.017886,0.018943
39,0.017941,0.019563
40,0.017817,0.018494
41,0.017691,0.017716
42,0.017767,0.018948
43,0.017852,0.018666
44,0.017337,0.017941
45,0.017659,0.017818
46,0.017364,0.019038
47,0.016959,0.020387
48,0.017303,0.018338
49,0.016947,0.018058
50,0.016887,0.018241
51,0.016696,0.018279
52,0.017299,0.020667
53,0.017333,0.019097
54,0.016636,0.019898
55,0.017547,0.019497
56,0.017424,0.021024
57,0.016808,0.019526
58,0.016074,0.018671
59,0.015931,0.018796
60,0.016060,0.018795
