step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.2333,-50.537,0.0038,-59.006,0.1500,1.0504,23.5648,0.0000,249.3
50000,0.0000,0.2000,-48.805,0.0069,-59.723,0.1500,1.7045,24.3405,0.0000,504.1
75000,0.0000,0.1000,-55.016,0.0030,-55.847,0.1500,1.5692,24.6698,0.0000,816.4
100000,0.0000,0.2667,-42.640,0.0044,-63.165,0.1500,1.8235,24.0157,0.0000,1163.2
125000,0.0000,0.2667,-39.090,0.0055,-65.216,0.1500,1.9252,22.8828,0.0000,1505.8
150000,0.0000,0.2333,-47.686,0.0043,-59.018,0.1500,1.9621,21.9565,0.0000,1857.7
175000,0.0000,0.0000,-66.865,0.0002,-63.910,0.1500,1.7579,22.2047,0.0000,2223.6
200000,0.0000,0.0333,-64.904,0.0009,-57.666,0.1500,2.0416,21.5425,0.0000,2572.1
225000,0.0000,0.1333,-57.170,0.0020,-65.205,0.1500,1.4900,21.4994,0.0000,2920.0
250000,0.0000,0.1333,-57.626,0.0018,-69.098,0.1500,1.6020,20.7712,0.0000,3268.8
275000,0.0000,0.1333,-55.419,0.0013,-63.217,0.1500,1.6457,20.7502,0.0000,3611.8
300000,0.0000,0.6667,-28.360,0.0078,-69.117,0.1500,1.9622,20.8525,0.0000,3956.3
