step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.7333,-3.143,0.0093,0.334,0.0118,0.1477,10.7834,0.0000,90.8
20000,0.0000,0.6333,9.178,0.0101,3.330,0.0204,1.1753,1.2830,0.0000,189.8
30000,0.1000,0.7333,71.542,0.0423,49.601,0.0380,5.2780,-9.2909,0.0000,285.4
40000,0.4000,0.8000,283.626,0.0755,252.222,0.0944,16.9527,-41.9036,0.0000,385.3
50000,0.7333,0.9667,522.190,0.0971,478.670,0.1807,66.5324,-112.7381,0.0000,492.9
60000,0.8667,0.9667,608.767,0.1143,563.086,0.2377,68.5350,-156.9198,0.0000,592.9
70000,0.9667,0.9667,700.325,0.1229,680.872,0.2750,74.3670,-214.9092,0.0000,689.6
80000,1.0000,1.0000,722.473,0.1212,686.008,0.2836,152.3851,-257.4854,0.0000,784.7
90000,0.9667,0.9667,716.131,0.1227,673.689,0.2715,96.4798,-283.5558,0.0000,879.9
100000,1.0000,1.0000,740.061,0.1245,678.498,0.2568,56.0420,-292.9645,0.0000,972.4
110000,0.9333,0.9333,681.628,0.1140,691.727,0.2488,59.0591,-305.1708,0.0000,1078.8
120000,0.9667,0.9667,720.230,0.1216,740.741,0.2392,60.2239,-322.1416,0.0000,1207.4
130000,1.0000,1.0000,743.631,0.1227,705.910,0.2244,59.4891,-326.3941,0.0000,1322.5
140000,1.0000,1.0000,741.004,0.1257,735.962,0.2132,64.4124,-334.0383,0.0000,1420.5
150000,1.0000,1.0000,756.105,0.1319,734.668,0.2069,55.7003,-340.9802,0.0000,1523.0
160000,1.0000,1.0000,759.420,0.1259,765.720,0.1972,74.4801,-354.2498,0.0000,1623.5
170000,1.0000,1.0000,762.768,0.1285,764.436,0.1870,88.2225,-349.4128,0.0000,1727.8
180000,1.0000,1.0000,741.270,0.1224,756.449,0.1705,59.7168,-362.4137,0.0000,1829.7
190000,1.0000,1.0000,754.883,0.1226,760.144,0.1660,27.1656,-366.0581,0.0000,1930.8
200000,1.0000,1.0000,755.194,0.1256,748.122,0.1703,34.6606,-371.3753,0.0000,2039.8
