step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0000,-72.341,0.0014,-84.733,0.1500,0.0393,3.2999,0.0,170.6
3000,0.0000,0.0312,-61.189,0.0113,-80.270,0.1500,0.1938,6.1017,0.0,341.5
4500,0.0000,0.0625,-50.321,0.0058,-72.834,0.1500,0.2275,8.2445,0.0,512.5
6000,0.0000,0.0938,-37.607,0.0046,-62.158,0.1500,0.7914,10.2513,0.0,701.0
7500,0.0000,0.4062,-20.789,0.0079,-58.180,0.1500,1.2638,11.0401,0.0,885.3
9000,0.0000,0.2188,-21.610,0.0070,-36.152,0.1500,1.1189,12.3857,0.0,1066.0
10500,0.0000,0.2500,-17.177,0.0053,-37.965,0.1500,1.3846,12.3929,0.0,1249.4
12000,0.0000,0.4062,-5.861,0.0038,-26.903,0.1500,1.7593,12.2202,0.0,1418.5
13500,0.0000,0.3125,-16.539,0.0022,-25.769,0.1500,2.7739,12.3891,0.0,1585.8
15000,0.0000,0.2812,-14.881,0.0026,-26.840,0.1500,2.5152,11.7365,0.0,1757.8
