step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.5333,-32.582,0.0103,-39.764,0.0111,0.8317,22.8920,0.0000,301.5
50000,0.0000,0.5000,-25.719,0.0084,-17.145,0.0129,1.4480,19.1336,0.0000,616.6
75000,0.0000,0.5333,-20.573,0.0091,-19.545,0.0131,3.1725,19.0569,0.0000,933.0
100000,0.0000,0.6333,-23.563,0.0092,-33.895,0.0151,4.7111,20.5455,0.0000,1242.5
125000,0.0000,0.6000,-30.583,0.0085,-16.368,0.0148,4.2852,22.5509,0.0000,1548.7
150000,0.0000,0.6667,-18.628,0.0100,-9.469,0.0158,8.7346,22.2551,0.0000,1855.3
175000,0.0333,0.5000,-9.972,0.0138,10.409,0.0177,5.1197,22.9930,0.0000,2161.1
200000,0.0000,0.6333,-26.024,0.0158,14.158,0.0213,10.0522,20.8859,0.0000,2484.9
225000,0.0667,0.8667,19.548,0.0268,43.894,0.0267,16.0442,20.8068,0.0000,2806.1
250000,0.0000,0.5333,14.365,0.0333,42.356,0.0294,29.2693,16.1748,0.0000,3126.2
275000,0.1000,0.6667,20.503,0.0481,18.569,0.0326,53.1964,15.1562,0.0000,3449.2
300000,0.0333,0.6667,42.810,0.0581,34.402,0.0376,43.6052,19.7879,0.0000,3742.3
