step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.4000,-39.468,0.0093,-54.187,0.1500,1.4590,22.3020,0.0000,253.2
50000,0.0000,0.5000,-38.502,0.0080,-49.643,0.1500,1.9702,24.8366,0.0000,513.7
75000,0.0000,0.3000,-41.285,0.0059,-53.143,0.1500,2.0381,25.1061,0.0000,838.3
100000,0.0000,0.3333,-43.769,0.0048,-55.072,0.1500,2.3688,24.5745,0.0000,1188.4
125000,0.0000,0.3333,-40.795,0.0111,-54.683,0.1500,3.2802,23.5398,0.0000,1536.1
150000,0.0000,0.2667,-41.689,0.0288,-56.791,0.1500,2.5274,23.6093,0.0000,1891.8
175000,0.0000,0.3667,-47.319,0.0098,-56.482,0.1500,2.4982,23.2416,0.0000,2271.8
200000,0.0000,0.2000,-47.662,0.0024,-58.732,0.1500,3.0515,23.4730,0.0000,2633.0
225000,0.0000,0.2000,-56.923,0.0150,-55.799,0.1500,2.2412,23.1832,0.0000,2990.2
250000,0.0000,0.3000,-44.614,0.0070,-62.672,0.1500,3.9046,23.1998,0.0000,3341.8
275000,0.0000,0.2667,-41.636,0.0229,-68.437,0.1500,5.7779,23.1760,0.0000,3690.2
300000,0.0000,0.3000,-46.369,0.0292,-66.130,0.1500,11.5107,24.9935,0.0000,4041.3
