step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.5333,-25.559,0.0071,-27.257,0.0116,0.7432,23.3211,0.0000,307.6
50000,0.0000,0.6000,-30.834,0.0108,-1.307,0.0143,1.8545,19.3704,0.0000,622.0
75000,0.0000,0.8000,-13.605,0.0102,-21.739,0.0150,1.9325,16.5704,0.0000,939.2
100000,0.0000,0.8000,-14.504,0.0090,-17.715,0.0150,2.5344,18.1481,0.0000,1253.1
125000,0.0000,0.8000,-12.080,0.0119,-6.238,0.0148,4.7427,19.0998,0.0000,1561.6
150000,0.0000,0.8333,-9.726,0.0102,-9.607,0.0155,3.7745,19.5224,0.0000,1869.2
175000,0.0000,0.7667,-11.714,0.0093,-17.549,0.0161,4.2501,21.5175,0.0000,2176.9
200000,0.0000,0.8000,-11.017,0.0098,-4.764,0.0166,3.9941,21.7314,0.0000,2501.2
225000,0.0000,0.8333,-5.404,0.0101,-17.570,0.0157,5.3854,22.1784,0.0000,2826.0
250000,0.0000,0.7000,-14.596,0.0193,-13.280,0.0156,3.9023,22.8286,0.0000,3150.5
275000,0.0000,0.6667,-9.461,0.0104,-23.427,0.0150,7.0178,21.6458,0.0000,3478.7
300000,0.0000,0.8333,-10.095,0.0193,-7.568,0.0158,10.4635,23.7797,0.0000,3785.6
