epoch,train_mse,val_mse
1,0.048980,0.011820
2,0.008587,0.009614
3,0.007327,0.007757
4,0.006613,0.008304
5,0.006078,0.008152
6,0.006099,0.008069
7,0.005718,0.007780
8,0.005532,0.006572
9,0.005312,0.006913
10,0.005337,0.007038
11,0.005145,0.007928
12,0.004801,0.007126
13,0.004749,0.007003
14,0.004442,0.006561
15,0.004595,0.007663
16,0.004387,0.009062
17,0.004541,0.007332
18,0.003965,0.007141
19,0.004562,0.007843
20,0.003970,0.007339
21,0.003957,0.007678
22,0.004050,0.008310
23,0.003887,0.008406
24,0.003697,0.007749
25,0.003545,0.007774
26,0.003528,0.007997
27,0.003383,0.008549
28,0.003360,0.008094
29,0.003330,0.008161
30,0.003269,0.007813
31,0.003245,0.007996
32,0.003356,0.008369
33,0.003458,0.008714
34,0.003329,0.009252
35,0.003124,0.009657
36,0.002889,0.008483
37,0.002879,0.009404
38,0.003004,0.009374
39,0.002893,0.008772
40,0.002658,0.008825
41,0.002693,0.010142
42,0.002645,0.010946
43,0.002902,0.010615
44,0.002698,0.009041
45,0.002425,0.008734
46,0.002993,0.010263
47,0.002514,0.009546
48,0.002242,0.009111
49,0.002227,0.009513
50,0.002338,0.009853
51,0.002310,0.009875
52,0.002118,0.009055
53,0.002139,0.009237
54,0.002086,0.008726
55,0.002484,0.010093
56,0.002241,0.009664
57,0.001828,0.009255
58,0.001695,0.009147
59,0.001850,0.009467
60,0.001885,0.008754
