step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.8000,-5.299,0.0073,-11.022,0.0104,0.1280,13.5476,0.0000,112.3
20000,0.0000,0.9333,23.349,0.0080,12.725,0.0179,0.9768,5.9635,0.0000,235.1
30000,0.0000,0.8000,13.391,0.0062,12.926,0.0238,1.0823,-2.7292,0.0000,354.2
40000,0.0000,0.7333,4.489,0.0070,18.854,0.0275,1.8172,-7.4914,0.0000,469.4
50000,0.0000,0.8000,8.634,0.0079,16.995,0.0270,2.3198,-7.2823,0.0000,591.1
60000,0.0000,0.8000,11.962,0.0082,16.322,0.0282,1.9282,-7.1070,0.0000,706.6
70000,0.0000,0.6000,1.574,0.0068,12.235,0.0271,2.7687,-8.3575,0.0000,821.0
80000,0.0000,0.7667,19.519,0.0074,4.382,0.0269,4.5452,-9.4860,0.0000,930.1
90000,0.0000,0.8667,23.462,0.0071,19.314,0.0270,2.6149,-9.6755,0.0000,1044.0
100000,0.0000,0.8333,17.465,0.0079,27.375,0.0273,3.9609,-6.3071,0.0000,1186.6
