step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.4667,-29.945,0.0078,-29.536,0.0110,0.6699,23.3981,0.0000,305.8
50000,0.0000,0.7000,-13.725,0.0354,-11.862,0.0176,2.0766,14.1627,0.0000,616.9
75000,0.0667,0.7667,36.397,0.1132,68.245,0.0432,17.9724,1.6289,0.0000,930.2
100000,0.1667,0.9333,206.445,0.1326,223.005,0.0905,82.0439,-16.2079,0.0000,1237.1
125000,0.1667,0.9333,156.750,0.1041,273.113,0.1175,173.1675,-24.7825,0.0000,1537.0
150000,0.3000,0.9333,264.824,0.1366,345.176,0.1347,186.2363,-36.5519,0.0000,1838.9
175000,0.4333,0.9667,331.471,0.1155,366.303,0.1502,267.0544,-38.4543,0.0000,2138.5
200000,0.6333,0.9667,387.603,0.1330,330.598,0.1669,324.1313,-61.5905,0.0000,2449.9
225000,0.7000,0.9667,491.717,0.1392,391.321,0.1699,465.7874,-62.7940,0.0000,2767.7
250000,0.6000,1.0000,407.153,0.1524,489.765,0.1833,391.8088,-67.4165,0.0000,3084.0
275000,0.7333,1.0000,469.286,0.1546,416.599,0.1943,315.4218,-73.8129,0.0000,3402.7
300000,0.5000,0.9667,437.005,0.1406,507.557,0.1982,294.1057,-75.1858,0.0000,3718.6
