step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.2667,-49.032,0.0080,-60.526,0.0085,0.4781,22.1785,0.0000,151.8
20000,0.0000,0.4667,-33.031,0.0085,-44.902,0.0112,0.9301,24.9288,0.0000,355.7
30000,0.0000,0.4333,-38.140,0.0090,-37.753,0.0128,1.4539,23.9616,0.0000,516.7
40000,0.0000,0.4333,-28.267,0.0093,-27.074,0.0127,1.4299,22.1867,0.0000,707.6
50000,0.0000,0.6667,-23.252,0.0125,-26.213,0.0132,1.8025,19.7191,0.0000,866.0
60000,0.0000,0.7000,-22.390,0.0096,-13.776,0.0128,1.8002,19.0259,0.0000,1034.4
70000,0.0000,0.6667,-28.153,0.0088,-12.906,0.0137,2.3988,17.0614,0.0000,1200.6
80000,0.0000,0.6667,-15.258,0.0128,-11.571,0.0145,2.4698,16.9650,0.0000,1370.5
90000,0.0000,0.7000,-10.657,0.0112,-10.031,0.0151,1.9783,18.1370,0.0000,1540.6
100000,0.0000,0.7333,-13.290,0.0087,-17.754,0.0151,3.0790,17.1379,0.0000,1714.6
110000,0.0000,0.6667,-13.597,0.0080,-17.192,0.0149,2.6789,16.7461,0.0000,1892.1
120000,0.0000,0.7667,-15.694,0.0101,-11.040,0.0159,3.0443,16.9997,0.0000,2036.1
130000,0.0000,0.7333,-4.523,0.0108,-16.071,0.0160,3.8809,17.0724,0.0000,2179.8
140000,0.0000,0.7667,-8.551,0.0090,-9.937,0.0152,4.5353,17.1072,0.0000,2323.3
150000,0.0000,0.6000,-10.316,0.0088,-19.259,0.0153,4.1048,17.3980,0.0000,2467.0
160000,0.0000,0.6667,-18.140,0.0120,-8.096,0.0151,4.6110,18.5169,0.0000,2611.5
170000,0.0000,0.8667,-10.535,0.0102,-19.399,0.0154,5.8891,19.3066,0.0000,2755.8
180000,0.0000,0.7000,-12.078,0.0087,-25.210,0.0158,5.4760,18.4776,0.0000,2898.8
190000,0.0000,0.6667,-23.860,0.0119,-17.726,0.0164,5.3667,19.7648,0.0000,3041.4
200000,0.0000,0.7000,-14.706,0.0158,-6.053,0.0197,5.5410,18.2167,0.0000,3185.7
