step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
50000,0.0000,0.6333,-15.776,0.0154,-23.734,0.0500,2.6894,20.1895,0.0000,467.7
100000,0.0000,0.7667,21.467,0.0617,22.348,0.0500,7.8102,18.4126,0.0000,907.0
150000,0.1333,0.8000,99.691,0.1017,61.309,0.0682,56.6798,-0.7826,0.0000,1343.0
200000,0.3000,0.8000,243.053,0.1069,209.558,0.0939,297.6307,-9.0533,0.0000,1787.0
250000,0.5000,0.9000,397.437,0.1267,388.914,0.1177,237.2182,-7.2803,0.0000,2195.3
300000,0.5000,0.9667,356.873,0.1275,295.266,0.1337,358.3417,-7.5563,0.0000,2601.2
350000,0.6000,0.9667,423.518,0.1376,379.620,0.1480,576.3614,-20.6212,0.0000,3007.6
400000,0.5667,0.9667,466.955,0.1384,362.618,0.1576,459.1850,-30.9687,0.0000,3414.9
450000,0.6333,1.0000,415.500,0.1290,327.600,0.1731,318.8215,-26.4172,0.0000,3822.1
500000,0.5667,0.9000,358.006,0.1216,467.974,0.1830,586.7378,-52.4794,0.0000,4255.9
