epoch,train_mse,val_mse
1,0.060117,0.012453
2,0.009587,0.009193
3,0.007554,0.007810
4,0.006649,0.008264
5,0.006247,0.007522
6,0.005829,0.006665
7,0.005351,0.006307
8,0.006063,0.008784
9,0.005367,0.005281
10,0.004628,0.005650
11,0.004532,0.005077
12,0.004291,0.005450
13,0.004014,0.005034
14,0.004166,0.004872
15,0.003953,0.005185
16,0.003828,0.006639
17,0.004077,0.005166
18,0.003741,0.004550
19,0.003797,0.004494
20,0.003776,0.004301
21,0.003543,0.004106
22,0.003309,0.004770
23,0.003619,0.005343
24,0.003689,0.004396
25,0.003257,0.005662
26,0.003330,0.004672
27,0.003068,0.004631
28,0.003073,0.005357
29,0.003011,0.004128
30,0.002635,0.004405
31,0.003572,0.004169
32,0.002980,0.005777
33,0.003071,0.004071
34,0.002892,0.005890
35,0.003273,0.004687
36,0.002739,0.004208
37,0.002976,0.004601
38,0.002684,0.004993
39,0.002570,0.004275
40,0.002651,0.005724
41,0.003107,0.004569
42,0.003110,0.005144
43,0.002579,0.004394
44,0.002748,0.004869
45,0.002624,0.004861
46,0.002430,0.005851
47,0.002748,0.005174
48,0.002761,0.004686
49,0.002750,0.005314
50,0.003763,0.004567
51,0.003234,0.005122
52,0.002314,0.004859
53,0.002284,0.004648
54,0.002128,0.004144
55,0.002167,0.005034
56,0.001970,0.004269
57,0.002259,0.004869
58,0.002332,0.005756
59,0.002735,0.004944
60,0.002251,0.005031
