step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.2000,1.0000,212.327,0.2116,73.474,0.0031,269.5754,-2.2212,45.0000,140.2
20000,0.8667,1.0000,510.535,0.1262,454.478,0.0017,150.3027,-2.4192,40.0000,308.3
30000,0.8667,1.0000,510.223,0.1413,436.588,0.0017,174.2292,-2.3732,35.0000,477.0
40000,0.8667,1.0000,484.094,0.1297,526.053,0.0017,203.5037,-2.4326,30.0000,641.4
50000,0.9333,1.0000,538.744,0.1298,436.739,0.0017,191.5872,-2.4358,25.0000,809.0
60000,0.8333,1.0000,497.905,0.1291,516.727,0.0016,339.1956,-2.3886,20.0000,974.3
70000,0.8667,1.0000,520.737,0.1286,562.432,0.0015,270.4562,-2.3978,15.0000,1138.7
80000,0.8667,1.0000,557.356,0.1300,478.791,0.0014,349.4210,-2.4016,10.0000,1308.6
90000,0.8000,1.0000,520.798,0.1246,572.309,0.0013,315.6578,-2.4386,5.0000,1494.9
100000,0.4000,0.8667,273.872,0.1057,408.662,0.0013,294.3654,-278.3007,0.0000,1663.6
110000,0.7333,1.0000,448.174,0.1346,421.449,0.0281,213.6458,-285.5774,0.0000,1818.0
120000,0.7000,0.9667,459.678,0.1445,400.424,0.1337,248.7576,-258.9754,0.0000,1970.1
130000,0.6333,0.9667,428.984,0.1259,453.214,0.1265,323.0176,-259.9742,0.0000,2127.5
140000,0.7333,1.0000,496.738,0.1378,311.771,0.1204,326.7939,-231.8069,0.0000,2282.3
150000,0.8000,1.0000,540.628,0.1419,498.397,0.1206,715.0715,-234.1848,0.0000,2436.5
160000,0.6333,1.0000,480.382,0.1422,473.128,0.1193,438.6950,-229.9332,0.0000,2584.3
170000,0.7000,1.0000,527.557,0.1397,423.481,0.1193,168.8324,-228.7758,0.0000,2718.8
180000,0.8000,1.0000,554.939,0.1373,530.208,0.1192,277.8973,-228.4286,0.0000,2888.3
190000,0.7667,1.0000,546.695,0.1474,487.687,0.1149,963.0223,-231.6043,0.0000,3053.5
200000,0.7333,1.0000,504.601,0.1457,537.723,0.1104,423.8054,-226.1562,0.0000,3239.6
