step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.4667,-21.137,0.0078,-31.807,0.0500,0.9701,24.9047,0.0000,327.7
50000,0.0000,0.6667,-16.912,0.0093,-16.910,0.0500,1.9069,18.5167,0.0000,658.6
75000,0.0000,0.7333,-10.479,0.0092,-11.570,0.0500,2.8911,19.5582,0.0000,996.4
100000,0.0000,0.8000,-11.421,0.0256,-10.105,0.0500,4.2497,18.7235,0.0000,1324.1
125000,0.0000,0.8000,7.958,0.0723,-15.665,0.0500,6.6905,17.7263,0.0000,1649.6
150000,0.0333,0.7667,62.063,0.0551,61.154,0.0500,66.4145,16.5358,0.0000,1978.2
175000,0.2000,0.8333,181.534,0.1310,168.025,0.0526,87.5856,-2.1112,0.0000,2313.7
200000,0.1333,0.8667,217.276,0.1319,217.829,0.0678,244.8974,-9.0389,0.0000,2633.7
225000,0.2667,0.8333,235.939,0.1282,193.819,0.0887,144.4814,-12.5006,0.0000,2933.3
250000,0.3667,0.9333,341.415,0.1332,299.839,0.0934,229.8264,-16.3494,0.0000,3215.6
275000,0.4000,0.8000,327.575,0.1053,276.823,0.1022,167.2903,-12.0856,0.0000,3515.3
300000,0.3333,0.9333,295.598,0.1280,317.229,0.1110,264.9547,-24.1549,0.0000,3813.7
