epoch,train_mse,val_mse
1,0.049233,0.014114
2,0.008891,0.011282
3,0.007216,0.011023
4,0.006477,0.010471
5,0.006020,0.009655
6,0.005553,0.009352
7,0.005521,0.008966
8,0.005237,0.010416
9,0.005037,0.009502
10,0.004979,0.010148
11,0.004433,0.008799
12,0.004300,0.008915
13,0.004185,0.010109
14,0.004067,0.009171
15,0.004168,0.009484
16,0.003986,0.010196
17,0.003609,0.010211
18,0.003912,0.010186
19,0.003674,0.011188
20,0.003586,0.009813
21,0.003290,0.010568
22,0.003218,0.010049
23,0.003329,0.010273
24,0.003553,0.010541
25,0.003301,0.010341
26,0.003058,0.010491
27,0.003038,0.011935
28,0.003099,0.010729
29,0.003205,0.010777
30,0.002771,0.011357
31,0.003061,0.011474
32,0.003423,0.011278
33,0.002631,0.010908
34,0.002664,0.011398
35,0.002474,0.010896
36,0.002431,0.010723
37,0.002385,0.010296
38,0.002367,0.011176
39,0.002402,0.012321
40,0.002415,0.011469
41,0.002236,0.012861
42,0.002242,0.012112
43,0.002106,0.012587
44,0.002305,0.011892
45,0.002167,0.012689
46,0.001912,0.012305
47,0.002158,0.011836
48,0.002129,0.012393
49,0.002079,0.011908
50,0.001973,0.013828
51,0.002336,0.012512
52,0.001763,0.011932
53,0.001864,0.011600
54,0.002047,0.012723
55,0.002028,0.011566
56,0.001883,0.013325
57,0.001721,0.012100
58,0.001823,0.012840
59,0.001821,0.012186
60,0.001472,0.012414
