step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.8333,1.904,0.0116,-40.806,0.5000,0.2274,-18.0344,0.0000,91.0
20000,0.0000,0.8333,-2.020,0.0653,-27.655,0.5000,0.7656,-30.5059,0.0000,182.6
30000,0.0000,0.8000,6.672,0.0230,-14.167,0.5000,1.4341,-35.2505,0.0000,275.2
40000,0.4000,0.8333,227.746,0.0688,39.544,0.5000,4.6808,-38.7039,0.0000,366.7
50000,0.6333,0.6333,448.626,0.0793,579.384,0.5000,40.0278,-84.3323,0.0000,457.7
60000,0.9000,0.9667,664.072,0.1139,648.407,0.5000,139.6262,-160.5181,0.0000,547.3
70000,0.9667,0.9667,709.325,0.1240,698.206,0.5000,85.7559,-196.3472,0.0000,637.6
80000,1.0000,1.0000,739.600,0.1265,700.797,0.5000,134.4005,-223.0001,0.0000,728.2
90000,1.0000,1.0000,756.885,0.1292,742.913,0.5000,109.6856,-254.5028,0.0000,817.7
100000,1.0000,1.0000,754.533,0.1264,739.055,0.5000,91.9324,-269.2123,0.0000,907.1
