step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.7000,-9.714,0.0168,-30.842,0.0146,1.1409,27.1352,0.0000,350.3
50000,0.0000,0.7333,-12.955,0.0219,-23.152,0.0174,2.2914,19.5066,0.0000,695.5
75000,0.0000,0.8000,-7.431,0.0080,-10.556,0.0181,3.3213,16.9598,0.0000,1044.0
100000,0.0000,0.9333,-2.846,0.0100,-13.576,0.0176,3.8369,16.9174,0.0000,1390.4
125000,0.0000,0.8333,-1.050,0.0095,-0.843,0.0174,3.3063,16.5158,0.0000,1735.1
150000,0.0000,0.8667,-4.485,0.0086,-0.487,0.0175,4.5215,15.2548,0.0000,2077.1
175000,0.0000,0.9000,13.393,0.0094,2.705,0.0178,4.4242,15.2238,0.0000,2426.4
200000,0.0000,0.9000,8.448,0.0104,-1.851,0.0172,4.6857,15.9789,0.0000,2768.0
225000,0.0000,0.9000,12.102,0.0096,7.672,0.0171,5.1079,15.2991,0.0000,3106.4
250000,0.0000,1.0000,20.688,0.0114,4.595,0.0163,6.5526,15.8868,0.0000,3453.5
275000,0.0000,0.9333,11.398,0.0105,5.485,0.0165,8.7981,14.8288,0.0000,3796.8
300000,0.0000,0.8667,14.330,0.0100,9.802,0.0166,7.8687,15.1676,0.0000,4139.0
