step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0000,-80.112,0.0011,-89.336,0.3000,0.0416,0.0697,0.0,156.4
3000,0.0000,0.0000,-78.406,0.0006,-84.648,0.3000,0.0999,0.7982,0.0,312.8
4500,0.0000,0.0000,-73.565,0.0007,-83.616,0.3000,0.1480,1.1947,0.0,472.4
6000,0.0000,0.0000,-70.536,0.0010,-80.660,0.3000,0.2530,1.8432,0.0,637.7
7500,0.0000,0.0000,-66.832,0.0015,-82.430,0.3000,0.3191,1.8326,0.0,802.8
9000,0.0000,0.0312,-61.881,0.0013,-79.892,0.3000,0.4225,2.2261,0.0,966.4
10500,0.0000,0.0312,-61.617,0.0012,-80.044,0.3000,0.7701,2.1381,0.0,1135.0
12000,0.0000,0.0625,-59.771,0.0018,-78.382,0.3000,0.7959,2.7759,0.0,1302.5
13500,0.0000,0.0625,-58.475,0.0012,-76.314,0.3000,1.1816,2.4114,0.0,1471.7
15000,0.0000,0.0312,-59.978,0.0011,-76.420,0.3000,0.8013,2.8397,0.0,1632.3
