epoch,train_mse,val_mse
1,0.048429,0.011199
2,0.009483,0.009568
3,0.008129,0.008806
4,0.007204,0.008266
5,0.007113,0.009426
6,0.006849,0.008021
7,0.006371,0.008594
8,0.006530,0.007826
9,0.006217,0.008718
10,0.005957,0.007711
11,0.005517,0.007587
12,0.005395,0.007804
13,0.005256,0.008447
14,0.005499,0.008276
15,0.005800,0.007865
16,0.005751,0.007120
17,0.005106,0.007302
18,0.005017,0.008026
19,0.005959,0.007924
20,0.004780,0.007400
21,0.004500,0.007697
22,0.004596,0.007818
23,0.004645,0.007053
24,0.004380,0.007274
25,0.004539,0.007852
26,0.004328,0.007231
27,0.004541,0.007204
28,0.004360,0.007390
29,0.004352,0.007540
30,0.004283,0.008431
31,0.004944,0.010218
32,0.004347,0.007764
33,0.004009,0.007608
34,0.003844,0.007833
35,0.004445,0.007862
36,0.004242,0.008482
37,0.004061,0.007087
38,0.003685,0.007290
39,0.003644,0.006939
40,0.003600,0.007830
41,0.003520,0.007645
42,0.003330,0.007410
43,0.003537,0.007479
44,0.003154,0.008089
45,0.003780,0.008230
46,0.003380,0.007875
47,0.003246,0.007809
48,0.003790,0.007663
49,0.003697,0.008469
50,0.003594,0.007729
51,0.003002,0.007796
52,0.002891,0.007929
53,0.003254,0.008139
54,0.004106,0.008725
55,0.003137,0.007467
56,0.002854,0.007332
57,0.003117,0.008001
58,0.002955,0.009332
59,0.003655,0.009070
60,0.003140,0.008427
