epoch,train_mse,val_mse
1,0.043524,0.010587
2,0.008891,0.008013
3,0.007224,0.007037
4,0.006530,0.006788
5,0.006349,0.006385
6,0.006057,0.006721
7,0.005652,0.006553
8,0.005324,0.006401
9,0.005332,0.006244
10,0.005040,0.006763
11,0.005230,0.006610
12,0.005010,0.006273
13,0.005023,0.006485
14,0.004629,0.007071
15,0.004318,0.006165
16,0.004244,0.006930
17,0.004034,0.006966
18,0.004237,0.007545
19,0.004179,0.006652
20,0.003882,0.007065
21,0.004225,0.007279
22,0.003849,0.007626
23,0.003768,0.006738
24,0.003682,0.007476
25,0.003592,0.008006
26,0.003503,0.007402
27,0.003643,0.007091
28,0.003479,0.006935
29,0.003390,0.008705
30,0.003463,0.007416
31,0.003287,0.007336
32,0.003143,0.007002
33,0.002978,0.007295
34,0.002958,0.007551
35,0.002914,0.007076
36,0.003188,0.007622
37,0.003189,0.007611
38,0.002846,0.006551
39,0.003174,0.007258
40,0.003187,0.007288
41,0.002537,0.006901
42,0.002661,0.007661
43,0.002929,0.008337
44,0.002654,0.006846
45,0.002688,0.007635
46,0.002506,0.007765
47,0.002286,0.007745
48,0.002585,0.006951
49,0.002568,0.007235
50,0.002329,0.007436
51,0.002283,0.007116
52,0.002174,0.007433
53,0.002207,0.007526
54,0.002784,0.008786
55,0.002836,0.007880
56,0.002068,0.008098
57,0.002055,0.007754
58,0.001867,0.007935
59,0.001903,0.007637
60,0.001971,0.007651
