step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.1250,-42.207,0.0004,-65.330,0.1500,0.0576,3.0385,0.0,262.7
3000,0.0000,0.6875,-3.573,0.0034,-37.401,0.1500,0.1520,4.6647,0.0,534.1
4500,0.0000,0.2812,-6.568,0.0063,-1.747,0.1500,0.2013,4.6864,0.0,813.0
6000,0.0000,0.6875,12.687,0.0013,22.767,0.1500,0.8612,3.6961,0.0,1104.9
7500,0.0000,0.8438,49.319,0.0896,43.510,0.1500,0.5880,1.3697,0.0,1383.0
9000,0.0000,1.0000,129.458,0.2619,74.190,0.1500,2.9783,-1.1445,0.0,1651.6
10500,0.0000,0.5312,99.884,0.2114,30.858,0.1500,4.1467,-3.3923,0.0,1919.7
12000,0.0000,1.0000,140.308,0.2570,136.984,0.1500,8.6589,-7.3461,0.0,2188.1
13500,0.0312,1.0000,133.384,0.2875,133.087,0.1500,11.2532,-14.4907,0.0,2460.0
15000,0.5312,1.0000,386.090,0.1167,413.263,0.1500,13.0187,-25.1684,0.0,2733.4
