step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.1333,-63.544,0.0080,-73.079,0.0072,0.2601,25.6371,0.0000,120.8
20000,0.0000,0.4000,-39.444,0.0137,-41.833,0.0094,0.7779,29.1696,0.0000,251.5
30000,0.0000,0.4667,-35.795,0.0088,-25.756,0.0144,1.6261,26.1245,0.0000,370.8
40000,0.0000,0.5333,-22.107,0.0099,-15.957,0.0159,1.5771,22.8401,0.0000,491.7
50000,0.0000,0.6000,-31.068,0.0071,-29.806,0.0163,2.5509,21.8620,0.0000,650.3
60000,0.0000,0.6667,-20.579,0.0088,-21.610,0.0162,2.0608,20.2746,0.0000,808.9
70000,0.0000,0.7667,-9.138,0.0081,-21.054,0.0172,2.2105,19.4840,0.0000,970.0
80000,0.0000,0.6667,-16.644,0.0153,-26.624,0.0168,2.1888,20.6108,0.0000,1130.3
90000,0.0000,0.9333,-1.863,0.0090,-21.107,0.0165,4.0612,19.6766,0.0000,1289.8
100000,0.0000,0.6333,-17.340,0.0079,-7.477,0.0163,2.6882,19.0766,0.0000,1454.2
110000,0.0000,0.6667,-16.946,0.0124,-26.234,0.0160,2.7802,19.8331,0.0000,1614.8
120000,0.0000,0.6667,-24.809,0.0094,-21.188,0.0160,3.5619,19.3289,0.0000,1778.6
130000,0.0000,0.8667,-3.440,0.0081,-18.334,0.0159,3.0151,19.2362,0.0000,1948.0
140000,0.0000,0.7667,-0.190,0.0082,-19.755,0.0166,3.6683,19.0522,0.0000,2119.5
150000,0.0000,0.8000,-8.008,0.0107,-9.742,0.0164,4.3755,18.6596,0.0000,2280.9
160000,0.0000,0.7000,-18.694,0.0092,-1.774,0.0160,4.2485,18.6508,0.0000,2445.4
170000,0.0000,0.8000,-9.217,0.0097,-6.711,0.0166,4.4842,18.7850,0.0000,2611.9
180000,0.0000,0.8000,-11.514,0.0257,-0.870,0.0164,4.2707,17.8912,0.0000,2774.1
190000,0.0000,0.9333,0.316,0.0276,2.055,0.0162,4.3881,17.7036,0.0000,2935.2
200000,0.0000,0.6333,-7.623,0.0211,-4.887,0.0164,6.9917,17.6215,0.0000,3091.1
