step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.1333,-49.495,0.0043,-59.475,0.1500,0.3072,15.5794,0.0000,112.7
20000,0.0000,0.6333,-24.692,0.0081,-38.195,0.1500,0.9340,16.7773,0.0000,222.4
30000,0.0000,0.6667,-21.291,0.0101,-29.126,0.1500,1.4539,14.6748,0.0000,343.8
40000,0.0000,0.7333,-11.692,0.0127,-30.146,0.1500,1.7920,14.7058,0.0000,464.7
50000,0.0000,0.6333,-18.565,0.0115,-34.380,0.1500,1.6735,14.3924,0.0000,590.2
60000,0.0000,0.6333,-13.548,0.0141,-30.481,0.1500,1.4185,14.9746,0.0000,709.2
70000,0.0000,0.8000,-10.847,0.0092,-32.255,0.1500,1.9670,14.2938,0.0000,829.2
80000,0.0000,0.8667,-6.196,0.0101,-24.905,0.1500,1.9048,13.6918,0.0000,941.5
90000,0.0000,0.7333,-6.064,0.0088,-26.135,0.1500,1.9087,13.6418,0.0000,1059.8
100000,0.0000,0.8000,-6.557,0.0091,-20.111,0.1500,2.6509,13.8400,0.0000,1181.3
