step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.8667,1.0000,545.982,0.1394,91.968,0.0029,253.0137,-1.9997,45.0000,153.1
20000,0.9000,1.0000,546.674,0.1312,456.685,0.0016,152.9459,-2.3529,40.0000,343.0
30000,0.9667,1.0000,571.123,0.1298,484.960,0.0015,159.3269,-2.3447,35.0000,518.3
40000,0.9667,1.0000,542.554,0.1284,513.085,0.0015,293.8312,-2.3712,30.0000,692.6
50000,0.9000,1.0000,549.966,0.1289,475.170,0.0014,235.9561,-2.4249,25.0000,865.2
60000,0.9333,1.0000,589.772,0.1297,491.890,0.0014,287.2343,-2.4099,20.0000,1057.8
70000,0.9667,1.0000,591.553,0.1308,567.097,0.0014,211.3101,-2.4236,15.0000,1223.8
80000,0.8667,1.0000,559.329,0.1303,462.186,0.0013,550.6870,-2.4492,10.0000,1372.9
90000,0.9000,1.0000,588.466,0.1307,554.303,0.0012,317.9486,-2.4287,5.0000,1522.4
100000,0.6000,0.9000,417.159,0.1327,353.515,0.0012,211.1036,-281.7719,0.0000,1671.0
110000,0.7000,1.0000,455.762,0.1311,339.192,0.0274,872.0664,-299.1331,0.0000,1809.5
120000,0.7667,1.0000,537.750,0.1388,551.094,0.1388,348.8750,-285.0875,0.0000,1948.8
130000,0.7667,1.0000,537.807,0.1417,599.602,0.1307,318.3710,-259.3847,0.0000,2088.2
140000,0.6667,0.9667,458.399,0.1296,461.445,0.1222,450.6526,-243.1029,0.0000,2226.7
150000,0.7667,0.9667,552.675,0.1416,487.747,0.1226,292.2189,-247.9479,0.0000,2365.2
160000,0.7667,1.0000,590.976,0.1423,664.393,0.1215,185.3899,-252.7667,0.0000,2506.2
170000,0.7333,0.9333,507.439,0.1349,460.515,0.1197,414.6289,-243.8058,0.0000,2641.6
180000,0.7667,1.0000,523.759,0.1418,514.932,0.1229,312.8484,-242.7443,0.0000,2777.6
190000,0.7000,1.0000,509.731,0.1394,514.656,0.1227,512.9476,-243.5453,0.0000,2907.8
200000,0.8000,0.9667,541.293,0.1353,457.455,0.1222,493.2075,-238.5150,0.0000,3036.3
