step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0000,-78.407,0.0009,-87.957,0.3000,0.0465,-0.1356,0.0,167.7
3000,0.0000,0.0000,-77.820,0.0015,-83.782,0.3000,0.1116,0.4763,0.0,337.6
4500,0.0000,0.0000,-69.166,0.0012,-81.476,0.3000,0.1802,0.9591,0.0,512.3
6000,0.0000,0.0000,-65.819,0.0018,-80.325,0.3000,0.3093,1.3578,0.0,680.9
7500,0.0000,0.0000,-65.897,0.0023,-79.521,0.3000,0.3133,1.7935,0.0,847.3
9000,0.0000,0.0312,-61.186,0.0025,-80.729,0.3000,0.4148,1.6392,0.0,1017.0
10500,0.0000,0.0312,-55.911,0.0026,-78.280,0.3000,0.7142,2.1270,0.0,1185.7
12000,0.0000,0.0312,-55.993,0.0038,-76.680,0.3000,0.6866,2.1116,0.0,1356.4
13500,0.0000,0.0000,-50.730,0.0029,-78.098,0.3000,0.6668,1.6473,0.0,1527.7
15000,0.0000,0.0312,-48.116,0.0017,-75.389,0.3000,0.7547,1.7091,0.0,1693.6
