epoch,train_mse,val_mse
1,0.050678,0.013611
2,0.010102,0.011765
3,0.008061,0.011004
4,0.007799,0.010708
5,0.006880,0.013294
6,0.006870,0.009730
7,0.006336,0.011035
8,0.006153,0.011239
9,0.006240,0.011615
10,0.005903,0.011212
11,0.006029,0.010921
12,0.005486,0.009738
13,0.005869,0.011068
14,0.005282,0.009425
15,0.005176,0.011316
16,0.005216,0.011508
17,0.005326,0.010190
18,0.005120,0.010943
19,0.004849,0.012132
20,0.004742,0.011009
21,0.004754,0.010636
22,0.004831,0.011491
23,0.004425,0.010491
24,0.004308,0.010667
25,0.004259,0.011654
26,0.004337,0.012288
27,0.004730,0.011539
28,0.005081,0.012768
29,0.004201,0.012123
30,0.004460,0.012331
31,0.004151,0.011389
32,0.003994,0.010357
33,0.004018,0.013180
34,0.003900,0.010955
35,0.003643,0.011545
36,0.003972,0.011521
37,0.004205,0.012505
38,0.004000,0.011052
39,0.003650,0.012865
40,0.003760,0.012852
41,0.003632,0.011247
42,0.003635,0.011489
43,0.003521,0.011533
44,0.003461,0.011063
45,0.003267,0.012102
46,0.003090,0.010991
47,0.003009,0.011960
48,0.003029,0.011559
49,0.002906,0.012086
50,0.003036,0.011208
51,0.002933,0.011310
52,0.002975,0.012529
53,0.002922,0.012944
54,0.002917,0.012240
55,0.003068,0.012676
56,0.002984,0.011898
57,0.002751,0.013073
58,0.003302,0.012031
59,0.002964,0.010355
60,0.003388,0.010611
