step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.7000,-5.524,0.0128,-17.555,0.1500,0.1796,6.0300,0.0000,111.8
20000,0.7333,0.9667,527.799,0.1247,308.768,0.1500,10.8303,-11.9876,0.0000,228.4
30000,0.8667,0.9667,619.894,0.1221,576.473,0.1855,55.2861,-137.2476,0.0000,341.7
40000,0.8333,0.9333,580.644,0.1134,607.211,0.2253,109.9280,-199.3958,0.0000,464.9
50000,0.9333,1.0000,668.416,0.1220,664.604,0.2381,69.4455,-247.7134,0.0000,590.7
60000,0.9667,1.0000,707.777,0.1341,675.151,0.2460,101.0783,-271.9867,0.0000,716.9
70000,0.9667,1.0000,723.719,0.1281,709.810,0.2235,107.2306,-308.7943,0.0000,843.5
80000,0.9000,0.9667,692.154,0.1319,735.200,0.2223,47.4318,-329.6417,0.0000,969.7
90000,0.9667,1.0000,728.590,0.1291,737.020,0.2153,42.4018,-330.2292,0.0000,1099.6
100000,0.9667,0.9667,727.787,0.1261,707.507,0.1876,38.2640,-348.2899,0.0000,1220.0
