epoch,train_mse,val_mse
1,0.060316,0.018137
2,0.014124,0.014794
3,0.012848,0.013966
4,0.012220,0.013254
5,0.012117,0.013202
6,0.011472,0.012971
7,0.011379,0.012914
8,0.011232,0.012813
9,0.011339,0.012899
10,0.011178,0.012625
11,0.011051,0.012618
12,0.010953,0.012607
13,0.011034,0.012854
14,0.010939,0.013178
15,0.010912,0.013019
16,0.010941,0.012737
17,0.010874,0.012484
18,0.010896,0.012407
19,0.010760,0.012457
20,0.010631,0.012985
21,0.010506,0.013012
22,0.010498,0.013069
23,0.010668,0.012365
24,0.010823,0.012346
25,0.010757,0.012551
26,0.010716,0.011953
27,0.010371,0.012388
28,0.010381,0.012635
29,0.010426,0.013399
30,0.010377,0.012528
31,0.010306,0.012638
32,0.010848,0.013243
33,0.010543,0.012200
34,0.010145,0.012294
35,0.010356,0.012518
36,0.010175,0.013304
37,0.010296,0.013660
38,0.009973,0.012601
39,0.010030,0.012999
40,0.010228,0.012629
41,0.010015,0.012545
42,0.009762,0.013088
43,0.009999,0.013255
44,0.009733,0.012104
45,0.009649,0.012536
46,0.009936,0.013221
47,0.009678,0.013375
48,0.009701,0.012684
49,0.009685,0.012680
50,0.009318,0.012902
51,0.009442,0.012736
52,0.009355,0.012291
53,0.009128,0.012521
54,0.009411,0.012421
55,0.009655,0.012033
56,0.009223,0.013070
57,0.009102,0.012367
58,0.009562,0.012589
59,0.009399,0.011955
60,0.009283,0.012346
