step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.8000,1.191,0.0067,-14.035,0.1000,0.1711,11.9127,0.0000,124.7
20000,0.1667,0.7000,114.254,0.0489,88.357,0.1000,3.2390,-5.7371,0.0000,235.1
30000,0.4000,0.7667,337.409,0.0953,463.348,0.1501,51.4788,-85.9870,0.0000,347.7
40000,0.6000,0.9333,441.438,0.0958,466.132,0.2101,83.9953,-158.3942,0.0000,461.0
50000,0.7667,1.0000,566.029,0.1324,502.374,0.2418,101.5244,-201.5434,0.0000,569.3
60000,0.6667,0.8667,510.157,0.1038,538.144,0.2432,120.9450,-236.6746,0.0000,682.2
70000,0.9667,0.9667,678.370,0.1139,695.732,0.2465,63.4375,-259.4390,0.0000,795.3
80000,0.9667,1.0000,721.890,0.1267,692.383,0.2294,67.8197,-286.1596,0.0000,908.9
90000,1.0000,1.0000,713.760,0.1198,724.510,0.2208,67.5608,-308.7417,0.0000,1017.3
100000,1.0000,1.0000,756.035,0.1261,734.497,0.2025,44.2279,-328.2740,0.0000,1124.3
