step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.3333,-64.309,0.0099,-68.040,0.0084,0.4702,21.9235,0.0000,120.3
20000,0.0000,0.4000,-44.589,0.0321,-50.294,0.0129,1.3967,26.8862,0.0000,249.4
30000,0.0000,0.4667,-35.693,0.0192,-38.131,0.0160,6.2793,24.6126,0.0000,367.2
40000,0.0000,0.7000,-21.663,0.0331,-22.507,0.0171,3.4586,22.3361,0.0000,486.1
50000,0.0000,0.4333,-25.244,0.0067,-33.496,0.0187,4.5663,22.1527,0.0000,640.1
60000,0.0000,0.5000,-33.042,0.0074,-31.122,0.0184,4.7087,19.2880,0.0000,799.8
70000,0.0000,0.4667,-24.976,0.0075,-28.383,0.0186,4.7138,19.3823,0.0000,956.2
80000,0.0000,0.5000,-22.216,0.0141,-5.574,0.0190,7.3716,17.6298,0.0000,1116.5
90000,0.0333,0.5333,-18.791,0.0128,1.820,0.0202,3.8922,17.7974,0.0000,1275.4
100000,0.0000,0.5667,-15.031,0.0180,-1.908,0.0198,6.2895,16.4364,0.0000,1434.3
110000,0.0000,0.5667,-20.245,0.0097,-1.994,0.0206,11.8269,16.0294,0.0000,1594.1
120000,0.0000,0.6000,-17.384,0.0193,-11.766,0.0237,8.5252,14.6073,0.0000,1754.2
130000,0.0000,0.7000,3.256,0.0339,5.815,0.0227,13.1458,12.5836,0.0000,1938.3
140000,0.0333,0.6000,18.753,0.0346,1.180,0.0242,8.7367,16.1361,0.0000,2100.2
150000,0.0000,0.5333,-10.832,0.0323,10.762,0.0232,36.0149,9.8310,0.0000,2255.4
160000,0.0667,0.6667,23.643,0.0295,17.760,0.0244,19.6346,10.3490,0.0000,2413.6
170000,0.0333,0.7000,30.592,0.0369,10.484,0.0247,19.5648,17.1476,0.0000,2573.1
180000,0.0667,0.6667,19.513,0.0466,8.525,0.0263,13.4992,15.1307,0.0000,2732.2
190000,0.0000,0.5333,-6.212,0.0201,17.119,0.0272,19.7851,12.0601,0.0000,2890.8
200000,0.1000,0.7667,73.803,0.0632,21.790,0.0306,75.6860,5.0893,0.0000,3051.4
