step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.7000,-2.797,0.0156,-6.687,0.0114,0.1594,12.7027,0.0000,90.9
20000,0.0333,0.6000,39.822,0.0746,1.359,0.0256,2.8948,0.9218,0.0000,188.8
30000,0.1000,0.5667,67.448,0.0652,25.453,0.0431,7.4066,-10.5530,0.0000,284.6
40000,0.1000,0.5667,73.535,0.0663,43.001,0.0589,12.5226,-22.7478,0.0000,386.0
50000,0.4333,0.6333,286.107,0.0945,181.647,0.0926,31.7066,-43.9956,0.0000,494.0
60000,0.4333,0.7000,300.794,0.0893,273.113,0.1154,89.6516,-59.2234,0.0000,594.4
70000,0.4667,0.8333,344.764,0.0939,365.362,0.1474,102.0340,-94.9437,0.0000,692.1
80000,0.4333,0.8000,340.806,0.0864,487.773,0.1694,84.9312,-122.6495,0.0000,788.5
90000,0.6333,0.9333,510.596,0.1311,410.083,0.1997,185.4368,-141.1343,0.0000,884.3
100000,0.8000,0.9000,590.635,0.1121,491.669,0.2190,103.5436,-161.6718,0.0000,978.4
110000,0.9000,0.9333,615.656,0.1141,634.711,0.2355,114.0751,-194.4520,0.0000,1088.8
120000,0.8667,1.0000,658.531,0.1187,661.623,0.2356,115.1878,-204.5193,0.0000,1219.1
130000,0.9333,1.0000,688.913,0.1204,633.139,0.2357,111.4360,-225.0160,0.0000,1331.7
140000,1.0000,1.0000,711.730,0.1238,691.399,0.2374,124.1861,-225.4935,0.0000,1429.5
150000,0.9333,0.9667,693.284,0.1218,717.657,0.2409,81.8609,-266.6534,0.0000,1531.3
160000,1.0000,1.0000,718.283,0.1199,729.866,0.2499,105.4720,-269.4634,0.0000,1633.1
170000,1.0000,1.0000,731.031,0.1227,720.929,0.2378,66.9302,-279.4620,0.0000,1737.2
180000,0.9667,1.0000,713.686,0.1192,737.820,0.2240,117.6012,-291.4030,0.0000,1839.6
190000,1.0000,1.0000,733.120,0.1222,733.525,0.2106,82.0065,-303.4113,0.0000,1941.0
200000,1.0000,1.0000,741.448,0.1209,737.796,0.2094,153.7103,-307.9983,0.0000,2049.5
