step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.7000,-11.797,0.0054,-27.820,0.0092,0.0777,17.7316,0.0000,121.7
20000,0.0000,0.6333,-8.131,0.0057,-4.127,0.0173,0.6663,8.8551,0.0000,255.2
30000,0.0000,0.8667,-9.290,0.0074,1.986,0.0214,0.8083,2.7571,0.0000,375.5
40000,0.0000,0.8333,9.328,0.0042,-6.218,0.0236,2.3869,-0.2557,0.0000,497.4
50000,0.0000,0.7667,0.054,0.0040,0.718,0.0254,2.9451,-1.3915,0.0000,659.9
60000,0.0000,0.8333,3.796,0.0045,15.272,0.0264,1.3082,-3.4618,0.0000,826.2
70000,0.0000,0.6000,-4.704,0.0022,7.143,0.0263,1.4495,-4.4472,0.0000,986.6
80000,0.0000,0.9667,21.981,0.0031,3.207,0.0264,3.0184,-5.4358,0.0000,1148.4
90000,0.0000,0.7000,2.540,0.0026,-2.605,0.0252,3.4812,-5.1858,0.0000,1311.7
100000,0.0000,0.7000,-0.899,0.0023,10.161,0.0251,2.5844,-4.8389,0.0000,1473.3
110000,0.0000,0.9000,14.784,0.0038,2.705,0.0257,2.8461,-4.3706,0.0000,1632.5
120000,0.0000,0.8667,12.354,0.0047,-0.187,0.0258,1.7446,-5.2182,0.0000,1807.1
130000,0.0000,0.8667,11.397,0.0046,11.458,0.0256,3.3624,-5.3222,0.0000,1981.0
140000,0.0000,0.7667,5.348,0.0019,4.390,0.0253,3.7395,-6.0516,0.0000,2144.0
150000,0.0000,0.6333,0.519,0.0014,5.240,0.0254,10.7457,-6.0250,0.0000,2303.8
160000,0.0000,0.7333,5.167,0.0111,-4.526,0.0245,2.8227,-5.0602,0.0000,2466.6
170000,0.0000,0.7333,2.452,0.0043,18.362,0.0258,2.7541,-4.4908,0.0000,2627.6
180000,0.0000,0.7333,2.286,0.0066,-6.219,0.0247,4.6213,-5.6148,0.0000,2789.3
190000,0.0333,0.7000,38.734,0.0454,21.357,0.0257,4.3951,-7.2466,0.0000,2949.3
200000,0.0000,0.7333,6.570,0.0096,11.106,0.0277,5.6341,-8.3105,0.0000,3100.9
