step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.3000,-48.455,0.0070,-67.396,0.3000,1.0537,5.9757,0.0000,319.3
50000,0.0000,0.2667,-54.242,0.0039,-70.339,0.3000,1.6193,6.8379,0.0000,636.7
75000,0.0000,0.2000,-51.976,0.0032,-72.388,0.3000,1.7277,7.1160,0.0000,960.8
100000,0.0000,0.1333,-57.698,0.0034,-73.578,0.3000,1.8956,6.8701,0.0000,1299.0
125000,0.0000,0.0333,-59.939,0.0016,-69.146,0.3000,1.5262,6.2880,0.0000,1620.8
150000,0.0000,0.1667,-59.097,0.0027,-75.395,0.3000,1.5811,5.5984,0.0000,1942.6
175000,0.0000,0.2667,-51.284,0.0054,-77.967,0.3000,1.6262,5.3107,0.0000,2264.0
200000,0.0000,0.1667,-51.732,0.0037,-76.331,0.3000,1.2246,5.4631,0.0000,2586.3
225000,0.0000,0.1667,-56.272,0.0036,-78.068,0.3000,1.3162,4.6835,0.0000,2890.7
250000,0.0000,0.2333,-53.371,0.0023,-79.950,0.3000,2.0116,4.5973,0.0000,3220.8
275000,0.0000,0.3000,-59.229,0.0029,-78.774,0.3000,1.4737,5.3387,0.0000,3544.7
300000,0.0000,0.0000,-66.393,0.0015,-78.891,0.3000,1.4038,4.8303,0.0000,3864.7
