step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0000,-45.332,0.0021,-63.846,0.1500,0.0511,2.9936,0.0,274.4
3000,0.0000,0.7500,-1.668,0.0095,-34.975,0.1500,0.4423,4.3199,0.0,584.6
4500,0.0000,0.4375,-4.363,0.0067,-5.002,0.1500,0.1752,4.8818,0.0,895.0
6000,0.0000,0.5312,4.688,0.0022,22.899,0.1500,4.3985,2.9020,0.0,1202.0
7500,0.0000,0.6250,8.791,0.0028,21.939,0.1500,0.4836,1.6354,0.0,1507.4
9000,0.0000,0.8125,28.663,0.0379,41.009,0.1500,1.8683,-1.1800,0.0,1810.8
10500,0.0000,0.9688,150.270,0.2644,38.926,0.1500,1.9124,-2.0915,0.0,2119.5
12000,0.0000,0.9062,125.265,0.2463,76.956,0.1500,4.3898,-4.7464,0.0,2428.3
13500,1.0000,1.0000,580.499,0.1611,563.993,0.1500,8.1191,-14.2206,0.0,2731.0
15000,0.8750,1.0000,530.250,0.1624,544.928,0.1500,21.1947,-26.4699,0.0,3036.4
