step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.4000,1.0000,369.403,0.1984,60.132,0.0028,133.2932,-1.9609,45.0000,111.7
20000,0.8333,1.0000,503.499,0.1362,461.324,0.0017,214.9695,-2.0681,40.0000,233.3
30000,0.9000,1.0000,537.572,0.1383,485.274,0.0016,182.7699,-2.4364,35.0000,351.3
40000,0.9667,1.0000,568.437,0.1322,552.683,0.0016,161.6957,-2.4340,30.0000,468.5
50000,0.9667,1.0000,564.124,0.1310,542.181,0.0016,172.5067,-2.3849,25.0000,587.8
60000,1.0000,1.0000,586.125,0.1275,545.748,0.0016,335.5237,-2.4278,20.0000,719.2
70000,0.9667,1.0000,571.177,0.1284,492.271,0.0014,159.7614,-2.4374,15.0000,849.5
80000,0.9000,1.0000,590.040,0.1350,598.827,0.0014,212.2370,-2.4470,10.0000,979.4
90000,0.8667,1.0000,597.785,0.1335,515.272,0.0013,178.8717,-2.4450,5.0000,1109.1
100000,0.3333,0.8333,245.644,0.1526,536.842,0.0013,285.8582,-272.5885,0.0000,1240.0
110000,0.6000,1.0000,392.833,0.1280,546.095,0.0265,177.4838,-308.5951,0.0000,1357.6
120000,0.6333,0.9000,413.184,0.1282,513.613,0.1418,542.3191,-293.9846,0.0000,1471.9
130000,0.7667,1.0000,517.546,0.1412,593.034,0.1333,196.3532,-279.4053,0.0000,1586.5
140000,0.8667,1.0000,610.135,0.1327,620.032,0.1311,192.9161,-265.0953,0.0000,1700.0
150000,0.8333,0.9667,576.197,0.1287,607.151,0.1213,199.7037,-269.7611,0.0000,1813.8
160000,0.8667,1.0000,628.572,0.1400,633.639,0.1172,242.1938,-283.6820,0.0000,1928.2
170000,0.8000,1.0000,632.582,0.1456,566.914,0.1164,270.8732,-264.9255,0.0000,2045.7
180000,0.8000,1.0000,594.434,0.1357,618.864,0.1162,249.6777,-266.2560,0.0000,2164.7
190000,0.8333,0.9667,593.330,0.1311,697.198,0.1162,274.9753,-270.3946,0.0000,2285.3
