epoch,train_mse,val_mse
1,0.055769,0.015389
2,0.014716,0.013213
3,0.013298,0.012646
4,0.012342,0.012226
5,0.011904,0.012014
6,0.011759,0.011930
7,0.011598,0.011883
8,0.011494,0.011859
9,0.011588,0.012030
10,0.011388,0.011737
11,0.011293,0.011717
12,0.011096,0.011699
13,0.011052,0.011791
14,0.011228,0.012173
15,0.011007,0.011680
16,0.011096,0.012244
17,0.010966,0.011725
18,0.010929,0.011699
19,0.010911,0.011532
20,0.011043,0.011575
21,0.011331,0.011435
22,0.010735,0.011586
23,0.010779,0.011803
24,0.010914,0.011738
25,0.010858,0.011395
26,0.010759,0.011609
27,0.010716,0.011417
28,0.010606,0.011564
29,0.010627,0.011322
30,0.010447,0.011417
31,0.010871,0.012107
32,0.010810,0.011590
33,0.010261,0.011108
34,0.010110,0.011089
35,0.010184,0.011320
36,0.010223,0.011635
37,0.010237,0.012417
38,0.010401,0.011273
39,0.010212,0.011814
40,0.010841,0.011453
41,0.010037,0.012994
42,0.009956,0.011375
43,0.009813,0.011554
44,0.009807,0.011448
45,0.009792,0.012101
46,0.009809,0.011402
47,0.009826,0.011198
48,0.009912,0.012000
49,0.010164,0.011143
50,0.009981,0.011394
51,0.009525,0.010684
52,0.009562,0.011108
53,0.009446,0.011350
54,0.009586,0.010960
55,0.009196,0.010630
56,0.009143,0.011137
57,0.009326,0.010623
58,0.009118,0.011047
59,0.009057,0.011187
60,0.009096,0.011601
