epoch,train_mse,val_mse
1,0.042658,0.009503
2,0.007859,0.008238
3,0.007276,0.008722
4,0.006036,0.006618
5,0.005495,0.005814
6,0.004949,0.005991
7,0.004543,0.005954
8,0.004219,0.005511
9,0.004621,0.006949
10,0.004350,0.005018
11,0.003826,0.005534
12,0.004068,0.005357
13,0.003615,0.004445
14,0.003893,0.004292
15,0.003270,0.004804
16,0.003244,0.003890
17,0.003024,0.004466
18,0.002997,0.004261
19,0.003231,0.003915
20,0.003048,0.004429
21,0.003021,0.005187
22,0.003046,0.004613
23,0.002728,0.004433
24,0.003130,0.004342
25,0.002768,0.004801
26,0.002515,0.004239
27,0.002849,0.004969
28,0.002786,0.003635
29,0.003417,0.003820
30,0.002324,0.005415
31,0.002426,0.004334
32,0.002598,0.004216
33,0.002517,0.004473
34,0.002237,0.004023
35,0.002452,0.003308
36,0.002299,0.003587
37,0.002231,0.003378
38,0.002366,0.003987
39,0.002962,0.003798
40,0.002369,0.004458
41,0.002221,0.005612
42,0.002810,0.004590
43,0.002152,0.003810
44,0.001980,0.004486
45,0.002161,0.005521
46,0.002192,0.004931
47,0.002238,0.004762
48,0.002348,0.005054
49,0.002234,0.003773
50,0.001880,0.004330
51,0.001986,0.003794
52,0.001587,0.004654
53,0.001570,0.004321
54,0.001745,0.003984
55,0.001644,0.004099
56,0.002135,0.003408
57,0.001760,0.004295
58,0.001623,0.004014
59,0.001595,0.004362
60,0.001863,0.003863
