step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.5000,-30.017,0.0099,-30.402,0.0500,1.6222,20.2903,0.0000,266.3
50000,0.0000,0.6333,-15.776,0.0154,-23.734,0.0500,2.6894,20.1895,0.0000,543.4
75000,0.0000,0.7333,-13.549,0.0403,-0.519,0.0500,4.6406,18.4458,0.0000,832.7
100000,0.0000,0.7667,21.467,0.0617,22.348,0.0500,7.8102,18.4126,0.0000,1124.6
125000,0.2000,0.8333,119.903,0.1207,15.251,0.0500,27.9623,12.4860,0.0000,1409.0
150000,0.1333,0.8000,99.691,0.1017,61.309,0.0682,56.6798,-0.7826,0.0000,1688.8
175000,0.2333,0.8000,166.313,0.0984,224.833,0.0865,108.6416,-6.8363,0.0000,1967.7
200000,0.3000,0.8000,243.053,0.1069,209.558,0.0939,297.6307,-9.0533,0.0000,2259.3
225000,0.3667,0.9000,256.603,0.1150,312.054,0.1099,160.4578,-2.4924,0.0000,2542.9
250000,0.5000,0.9000,397.437,0.1267,388.914,0.1177,237.2182,-7.2803,0.0000,2815.3
275000,0.3333,0.8333,304.344,0.1225,323.747,0.1249,298.3644,-10.0960,0.0000,3090.3
300000,0.5000,0.9667,356.873,0.1275,295.266,0.1337,358.3417,-7.5563,0.0000,3364.1
