step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.7333,1.248,0.0106,-18.829,0.1500,0.2396,6.7217,0.0000,111.8
20000,0.5000,0.5333,330.997,0.0705,309.583,0.1500,14.0314,-19.3982,0.0000,228.6
30000,0.9000,0.9667,633.397,0.1129,594.429,0.1601,70.2820,-141.3072,0.0000,341.9
40000,0.8667,0.9667,624.272,0.1191,639.367,0.2268,84.4592,-217.2217,0.0000,465.8
50000,0.9000,0.9667,671.118,0.1254,663.361,0.2351,76.8600,-267.5638,0.0000,591.8
60000,0.9333,0.9667,678.748,0.1225,660.855,0.2307,59.5554,-298.1104,0.0000,718.7
70000,0.9333,1.0000,699.583,0.1221,704.906,0.2235,80.7275,-317.8558,0.0000,845.6
80000,1.0000,1.0000,733.129,0.1191,659.385,0.2188,71.1948,-318.8900,0.0000,971.4
90000,0.9333,0.9667,719.255,0.1195,737.149,0.2019,73.2654,-331.3422,0.0000,1101.4
100000,1.0000,1.0000,765.817,0.1270,740.970,0.1849,43.7136,-334.9600,0.0000,1221.2
