step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.2000,-55.593,0.0028,-69.189,0.3000,0.9328,5.6016,0.0000,253.2
50000,0.0000,0.2333,-50.786,0.0044,-69.080,0.3000,1.0699,6.0433,0.0000,490.0
75000,0.0000,0.0333,-62.075,0.0015,-68.581,0.3000,1.2677,4.9600,0.0000,733.3
100000,0.0000,0.0667,-58.938,0.0023,-70.818,0.3000,1.3861,4.8431,0.0000,969.7
125000,0.0000,0.1000,-59.587,0.0018,-77.376,0.3000,1.4241,4.8118,0.0000,1281.7
150000,0.0000,0.1333,-57.512,0.0025,-73.359,0.3000,1.2458,4.8116,0.0000,1604.2
175000,0.0000,0.1667,-59.298,0.0034,-76.544,0.3000,1.6280,3.9717,0.0000,1932.6
200000,0.0000,0.0333,-68.748,0.0004,-76.227,0.3000,1.5446,4.3759,0.0000,2249.7
225000,0.0000,0.1333,-67.602,0.0017,-78.463,0.3000,1.6035,4.3819,0.0000,2565.4
250000,0.0000,0.2000,-58.964,0.0052,-78.347,0.3000,1.7446,4.3489,0.0000,2881.8
275000,0.0000,0.1000,-63.575,0.0019,-77.735,0.3000,1.4791,4.5176,0.0000,3205.8
300000,0.0000,0.0667,-68.223,0.0017,-85.480,0.3000,1.2941,5.2423,0.0000,3528.8
