step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.5667,-27.845,0.0577,-39.025,0.0500,2.5050,19.7433,0.0000,323.9
50000,0.0333,0.7667,13.692,0.0571,46.253,0.0500,25.9745,7.2083,0.0000,648.3
75000,0.1667,0.6667,116.222,0.0847,58.334,0.0622,70.3506,-11.2385,0.0000,978.4
100000,0.1667,0.8000,166.757,0.1114,85.889,0.0917,117.2484,-13.6327,0.0000,1297.8
125000,0.4333,0.9333,311.476,0.1439,272.665,0.1172,256.1533,-21.8838,0.0000,1618.0
150000,0.5667,0.9333,405.200,0.1239,237.669,0.1477,227.8147,-41.2458,0.0000,1939.9
175000,0.4667,0.8333,412.520,0.1281,347.185,0.1689,182.2802,-34.7823,0.0000,2268.8
200000,0.5667,0.8667,383.730,0.1236,434.078,0.1884,778.9359,-40.2746,0.0000,2589.1
225000,0.7000,0.9333,437.667,0.1254,410.292,0.2088,324.3134,-63.0723,0.0000,2891.6
250000,0.6667,0.9333,467.103,0.1320,458.631,0.2132,627.1193,-66.1445,0.0000,3173.0
275000,0.7000,0.8333,446.999,0.1165,353.277,0.2165,273.9350,-57.9804,0.0000,3473.1
300000,0.7000,0.9667,507.042,0.1393,474.366,0.2294,277.0590,-65.6948,0.0000,3771.7
