step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.0333,-57.087,0.0059,-63.682,0.0089,0.2771,20.5636,0.0000,164.7
20000,0.0000,0.3333,-46.427,0.0114,-38.321,0.0112,0.5355,23.5081,0.0000,336.6
30000,0.0000,0.4333,-31.595,0.0093,-31.031,0.0116,1.0620,22.7114,0.0000,519.2
40000,0.0000,0.5333,-26.522,0.0101,-36.897,0.0131,1.9150,20.7702,0.0000,694.5
50000,0.0000,0.5000,-29.682,0.0183,-28.463,0.0155,1.5000,19.2513,0.0000,864.8
60000,0.0000,0.7000,-19.632,0.0148,-22.459,0.0160,2.4175,17.5415,0.0000,1024.9
70000,0.0000,0.6333,-21.713,0.0335,-26.346,0.0156,2.5169,17.9991,0.0000,1193.9
80000,0.0000,0.6667,-20.025,0.0198,-23.369,0.0162,3.1136,19.6815,0.0000,1358.7
90000,0.0000,0.6667,-13.145,0.0294,-10.191,0.0184,4.6561,19.7721,0.0000,1533.3
100000,0.0000,0.5333,-31.518,0.0241,-5.526,0.0219,8.6868,15.3450,0.0000,1688.6
110000,0.0000,0.6000,-18.878,0.0265,-26.023,0.0270,14.1612,14.2501,0.0000,1854.1
120000,0.0333,0.5667,-11.702,0.0328,-25.648,0.0284,21.1361,12.7136,0.0000,2001.0
130000,0.0333,0.6000,-2.012,0.0417,-11.213,0.0274,15.3872,21.9190,0.0000,2143.4
140000,0.0333,0.5667,-19.845,0.0217,-19.068,0.0279,19.8968,14.7523,0.0000,2284.0
150000,0.0000,0.5000,-31.897,0.0106,-33.178,0.0307,30.1862,18.1270,0.0000,2425.1
160000,0.0000,0.6333,-12.610,0.0212,7.493,0.0291,44.3764,14.4315,0.0000,2567.0
170000,0.0000,0.5333,-24.262,0.0295,-21.522,0.0292,24.3029,22.1299,0.0000,2708.6
180000,0.0333,0.5667,15.023,0.0435,21.549,0.0317,39.8736,16.6819,0.0000,2850.4
190000,0.0000,0.5667,4.265,0.0294,-23.007,0.0319,80.4124,15.8715,0.0000,2991.5
200000,0.0333,0.5333,26.306,0.0521,45.064,0.0332,23.3691,23.7515,0.0000,3134.5
