epoch,train_mse,val_mse
1,0.059684,0.020717
2,0.016223,0.017338
3,0.014075,0.015730
4,0.012911,0.015535
5,0.012010,0.015720
6,0.011491,0.014776
7,0.011436,0.013875
8,0.010829,0.014195
9,0.010576,0.014816
10,0.011203,0.014023
11,0.010063,0.013579
12,0.009919,0.013720
13,0.010428,0.013727
14,0.009925,0.014113
15,0.010203,0.014121
16,0.009863,0.014009
17,0.009418,0.014438
18,0.009636,0.014493
19,0.009229,0.013358
20,0.009463,0.013740
21,0.009149,0.014051
22,0.009023,0.014532
23,0.008953,0.013842
24,0.008976,0.014560
25,0.008744,0.013979
26,0.008595,0.015486
27,0.008653,0.013603
28,0.008559,0.014981
29,0.008815,0.014083
30,0.008206,0.015155
31,0.008566,0.014379
32,0.008324,0.015475
33,0.008223,0.015321
34,0.008281,0.015176
35,0.007826,0.016800
36,0.008755,0.014046
37,0.007880,0.014038
38,0.008122,0.014624
39,0.007895,0.014841
40,0.007901,0.016018
41,0.008113,0.014443
42,0.007665,0.013623
43,0.007432,0.014093
44,0.007540,0.013559
45,0.007530,0.015270
46,0.007287,0.013668
47,0.007005,0.013608
48,0.007220,0.014681
49,0.007242,0.013799
50,0.007566,0.015357
51,0.007444,0.014494
52,0.007021,0.014522
53,0.007323,0.015024
54,0.007363,0.014867
55,0.007316,0.014518
56,0.007022,0.013822
57,0.006935,0.013559
58,0.007074,0.014496
59,0.007112,0.015967
60,0.006650,0.014913
