epoch,train_mse,val_mse
1,0.050218,0.010960
2,0.008812,0.009283
3,0.007521,0.007715
4,0.006535,0.007219
5,0.006198,0.006978
6,0.005710,0.007384
7,0.005621,0.007158
8,0.005629,0.007729
9,0.005368,0.007140
10,0.005058,0.007302
11,0.004878,0.007460
12,0.004754,0.007504
13,0.005192,0.008079
14,0.004447,0.007163
15,0.004370,0.007899
16,0.004637,0.007098
17,0.004235,0.007710
18,0.004167,0.007037
19,0.004626,0.007436
20,0.004036,0.007161
21,0.003948,0.007317
22,0.004037,0.007760
23,0.004005,0.007288
24,0.003699,0.006538
25,0.003789,0.006778
26,0.003688,0.007085
27,0.003542,0.007948
28,0.003586,0.008199
29,0.003471,0.007792
30,0.003424,0.007301
31,0.003284,0.007355
32,0.003299,0.007602
33,0.003284,0.007288
34,0.002897,0.007564
35,0.002871,0.008021
36,0.003193,0.008085
37,0.002806,0.007215
38,0.003124,0.007137
39,0.002697,0.008026
40,0.003251,0.008373
41,0.002762,0.007340
42,0.002718,0.008219
43,0.002703,0.007204
44,0.002962,0.008660
45,0.002494,0.008897
46,0.002475,0.008393
47,0.002333,0.007879
48,0.002364,0.007193
49,0.002215,0.008804
50,0.002488,0.008081
51,0.002114,0.008224
52,0.002125,0.008376
53,0.002417,0.008020
54,0.002065,0.008717
55,0.002233,0.007981
56,0.002086,0.008380
57,0.002004,0.008550
58,0.002098,0.008692
59,0.001805,0.008342
60,0.001891,0.008565
