step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0000,-47.313,0.0001,-59.474,0.0642,0.0432,4.6855,0.0,239.6
3000,0.0000,0.3125,-27.971,0.0093,-20.026,0.0423,0.1942,7.5328,0.0,497.5
4500,0.0000,0.9375,28.426,0.0047,25.853,0.0297,0.8418,8.1334,0.0,754.1
6000,0.0000,1.0000,35.627,0.0061,31.265,0.0224,2.5721,6.9405,0.0,988.8
7500,0.0000,1.0000,30.795,0.0043,27.505,0.0179,2.0924,4.6752,0.0,1231.8
9000,0.0000,1.0000,29.323,0.0028,27.010,0.0147,2.0510,2.6046,0.0,1477.5
10500,0.0000,1.0000,29.022,0.0008,21.458,0.0132,1.4669,0.6070,0.0,1735.3
12000,0.0000,1.0000,24.080,0.0004,26.878,0.0119,0.5931,-0.9918,0.0,1985.3
13500,0.0000,1.0000,26.508,0.0009,26.965,0.0110,0.9549,-2.0377,0.0,2233.9
15000,0.0000,1.0000,24.398,0.0010,24.914,0.0104,0.7518,-3.7549,0.0,2482.1
