epoch,train_mse,val_mse
1,0.079785,0.041062
2,0.037131,0.038964
3,0.035291,0.036909
4,0.033434,0.035980
5,0.032814,0.035386
6,0.031363,0.035330
7,0.030948,0.035894
8,0.030154,0.034517
9,0.030041,0.034103
10,0.029593,0.034349
11,0.028881,0.033097
12,0.028484,0.034045
13,0.028454,0.036089
14,0.027936,0.033070
15,0.027315,0.034118
16,0.026750,0.032706
17,0.026288,0.033351
18,0.025725,0.032626
19,0.025712,0.033840
20,0.025440,0.035168
21,0.025121,0.032274
22,0.024400,0.034479
23,0.024194,0.032508
24,0.023800,0.033440
25,0.023816,0.032040
26,0.023473,0.032080
27,0.022698,0.031942
28,0.022496,0.032752
29,0.022415,0.031951
30,0.021783,0.033037
31,0.021511,0.032802
32,0.021616,0.033865
33,0.021097,0.033606
34,0.020651,0.032664
35,0.020237,0.033460
36,0.019894,0.031476
37,0.020086,0.034494
38,0.019984,0.034807
39,0.019574,0.033331
40,0.019250,0.033056
41,0.018591,0.033077
42,0.018714,0.032507
43,0.018518,0.032202
44,0.018345,0.032504
45,0.018231,0.032281
46,0.017684,0.033603
47,0.017783,0.033368
48,0.017283,0.032594
49,0.017156,0.032555
50,0.016961,0.032947
51,0.016948,0.032336
52,0.017287,0.032393
53,0.016319,0.031406
54,0.015974,0.032460
55,0.016105,0.030444
56,0.016143,0.032123
57,0.015547,0.031718
58,0.015529,0.030858
59,0.015220,0.034135
60,0.015107,0.032234
