step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0312,-61.141,0.0032,-81.154,0.0638,0.0646,4.9199,0.0,163.6
3000,0.0000,0.0938,-33.205,0.0025,-49.141,0.0410,0.1989,9.1906,0.0,330.4
4500,0.0000,0.0625,-31.267,0.0071,-27.419,0.0269,0.3842,12.1239,0.0,504.7
6000,0.0000,0.4688,-13.510,0.0079,-29.481,0.0187,0.8590,14.1058,0.0,678.8
7500,0.0000,0.5625,1.833,0.0090,-1.179,0.0141,1.3267,14.1947,0.0,855.5
9000,0.0000,0.5938,6.993,0.0085,-2.622,0.0116,4.2526,13.7927,0.0,1037.2
10500,0.0000,0.5625,3.734,0.0064,1.992,0.0103,2.7563,13.4234,0.0,1213.9
12000,0.0000,0.6875,3.051,0.0083,12.621,0.0098,4.7501,11.7646,0.0,1381.7
13500,0.0000,0.8125,9.107,0.0063,6.020,0.0099,2.6732,10.9054,0.0,1549.7
15000,0.0000,0.6875,6.680,0.0060,9.260,0.0100,3.0680,9.3905,0.0,1717.7
