step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.6000,-30.378,0.0092,-32.805,0.0132,1.0217,25.9395,0.0000,348.4
50000,0.0000,0.8333,-4.661,0.0089,-9.870,0.0187,2.2845,17.4299,0.0000,692.4
75000,0.0000,0.8333,4.871,0.0092,-3.026,0.0196,2.8608,14.3077,0.0000,1041.7
100000,0.0000,0.8333,1.076,0.0086,-2.942,0.0183,2.6945,12.3964,0.0000,1388.0
125000,0.0000,0.8667,-3.661,0.0106,3.498,0.0178,3.3968,13.1188,0.0000,1732.3
150000,0.0000,0.8667,0.317,0.0099,-18.413,0.0169,4.6354,11.1364,0.0000,2075.5
175000,0.0000,0.7667,-7.769,0.0079,1.616,0.0165,3.5437,14.2438,0.0000,2424.0
200000,0.0000,0.7667,-2.885,0.0073,12.852,0.0160,5.7001,14.6685,0.0000,2762.6
225000,0.0000,0.6667,-8.469,0.0077,0.744,0.0158,5.1969,13.7648,0.0000,3097.4
250000,0.0000,0.9000,2.847,0.0103,8.913,0.0151,4.1693,14.4341,0.0000,3441.8
275000,0.0000,0.9667,4.539,0.0091,-3.048,0.0143,3.2678,14.1532,0.0000,3782.6
300000,0.0000,0.9667,16.116,0.0100,14.180,0.0147,4.5662,13.5925,0.0000,4121.5
