step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.8667,-4.680,0.0120,-36.473,0.5000,0.2485,-20.0040,0.0000,91.8
20000,0.0000,0.9000,6.579,0.0103,-16.808,0.5000,1.0622,-31.8459,0.0000,183.8
30000,0.0000,0.8667,12.024,0.0080,-22.864,0.5000,2.3963,-34.9650,0.0000,275.0
40000,0.0000,0.5333,-3.594,0.0026,-11.109,0.5000,2.6940,-35.6960,0.0000,366.6
50000,0.0000,0.7000,4.818,0.0012,-10.521,0.5000,1.8923,-37.5042,0.0000,458.4
60000,0.0000,0.5000,-0.403,0.0244,18.040,0.5000,4.9611,-38.4271,0.0000,549.7
70000,0.9000,1.0000,644.075,0.1317,516.504,0.5000,19.8393,-57.2284,0.0000,641.1
80000,0.9000,0.9333,619.412,0.1244,634.534,0.5000,70.6076,-148.0791,0.0000,730.9
90000,1.0000,1.0000,722.650,0.1255,688.321,0.5000,105.7028,-202.1385,0.0000,820.2
100000,1.0000,1.0000,741.276,0.1245,713.663,0.5000,93.5512,-238.0673,0.0000,909.0
