epoch,train_mse,val_mse
1,0.061724,0.017341
2,0.014259,0.014681
3,0.012814,0.014062
4,0.012193,0.013581
5,0.012091,0.013474
6,0.011671,0.012998
7,0.011444,0.012968
8,0.011365,0.012757
9,0.011136,0.012758
10,0.010944,0.012571
11,0.011041,0.012533
12,0.010885,0.012518
13,0.010808,0.012360
14,0.010750,0.012341
15,0.010737,0.012681
16,0.010730,0.012493
17,0.011011,0.012294
18,0.010664,0.012492
19,0.010547,0.012484
20,0.010547,0.012246
21,0.010630,0.012251
22,0.010405,0.012523
23,0.010554,0.013301
24,0.011083,0.014669
25,0.010669,0.012162
26,0.010436,0.012591
27,0.010412,0.013375
28,0.010728,0.013294
29,0.010324,0.012370
30,0.010306,0.012425
31,0.010234,0.012181
32,0.010130,0.012434
33,0.010342,0.012127
34,0.010350,0.012477
35,0.009950,0.012934
36,0.010114,0.012317
37,0.010141,0.012372
38,0.010066,0.012228
39,0.009896,0.011976
40,0.009951,0.012298
41,0.009977,0.012828
42,0.009830,0.012152
43,0.010015,0.012384
44,0.010016,0.011836
45,0.009859,0.012038
46,0.010092,0.013021
47,0.009881,0.012574
48,0.009892,0.013235
49,0.009566,0.012224
50,0.009676,0.012682
51,0.009785,0.012325
52,0.009685,0.011637
53,0.009680,0.011661
54,0.009742,0.012705
55,0.009438,0.012659
56,0.009339,0.011813
57,0.009492,0.012363
58,0.009454,0.012169
59,0.009370,0.012029
60,0.009367,0.011971
