step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1000,0.0000,0.0000,-48.751,0.0069,-64.134,0.0743,0.0981,3.1619,0.0,114.6
2000,0.0000,0.3438,-8.134,0.0021,-33.293,0.0556,0.1984,5.5339,0.0,238.6
3000,0.0000,0.7812,11.462,0.0011,14.003,0.0428,0.1655,6.4080,0.0,359.5
4000,0.0000,0.8125,22.563,0.0005,18.161,0.0344,0.2493,5.9198,0.0,519.2
