epoch,train_mse,val_mse
1,0.082999,0.038192
2,0.034790,0.034334
3,0.029172,0.030726
4,0.025423,0.027829
5,0.022588,0.030437
6,0.021396,0.027229
7,0.018777,0.022261
8,0.017080,0.020638
9,0.016014,0.019750
10,0.014910,0.019764
11,0.014216,0.017674
12,0.013325,0.018226
13,0.013087,0.017034
14,0.012512,0.015737
15,0.012248,0.015735
16,0.011647,0.015971
17,0.011934,0.015431
18,0.011292,0.014760
19,0.011337,0.015481
20,0.011057,0.015076
21,0.010615,0.015190
22,0.010740,0.015227
23,0.011179,0.015535
24,0.009927,0.014117
25,0.010402,0.016350
26,0.009936,0.013910
27,0.009994,0.016013
28,0.010262,0.014787
29,0.009691,0.014471
30,0.009550,0.015151
31,0.009241,0.014323
32,0.009312,0.013895
33,0.008885,0.016384
34,0.009270,0.014920
35,0.009994,0.015823
36,0.009061,0.013635
37,0.008830,0.013673
38,0.008573,0.014358
39,0.008074,0.013781
40,0.008250,0.014348
41,0.008105,0.015203
42,0.008636,0.014970
43,0.008550,0.014287
44,0.008421,0.014128
45,0.008624,0.014489
46,0.007820,0.015360
47,0.008044,0.014786
48,0.007703,0.013831
49,0.007713,0.013488
50,0.007858,0.013527
51,0.007265,0.013931
52,0.007737,0.013896
53,0.007084,0.014126
54,0.007277,0.014598
55,0.007437,0.015766
56,0.007597,0.014543
57,0.007590,0.014426
58,0.006919,0.014503
59,0.006566,0.014807
60,0.006963,0.014131
