step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.2333,0.7333,82.317,0.0532,-44.578,0.0024,441.4210,-1.3129,50.0000,292.5
50000,0.5000,0.7000,236.262,0.0722,213.356,0.0022,266.4937,-1.8494,50.0000,617.9
