epoch,train_mse,val_mse
1,0.080252,0.042070
2,0.039571,0.040283
3,0.037657,0.039084
4,0.036329,0.037388
5,0.035314,0.037433
6,0.034879,0.037031
7,0.033695,0.036586
8,0.032910,0.036336
9,0.032425,0.036765
10,0.031761,0.035514
11,0.031037,0.036213
12,0.030431,0.034797
13,0.029920,0.034808
14,0.029581,0.035234
15,0.028565,0.034373
16,0.028254,0.034125
17,0.027458,0.034085
18,0.026911,0.034509
19,0.026598,0.035651
20,0.026248,0.037298
21,0.026261,0.034324
22,0.025203,0.034485
23,0.024831,0.033711
24,0.024632,0.033774
25,0.024011,0.032868
26,0.023323,0.032250
27,0.022878,0.034143
28,0.023016,0.032786
29,0.022216,0.032587
30,0.022077,0.032942
31,0.021503,0.032928
32,0.020945,0.033900
33,0.020959,0.033652
34,0.020794,0.032582
35,0.020335,0.031956
36,0.019981,0.032278
37,0.019391,0.033377
38,0.019548,0.032266
39,0.018977,0.033317
40,0.018656,0.032735
41,0.018238,0.032061
42,0.017830,0.033353
43,0.017904,0.033080
44,0.017571,0.034241
45,0.018161,0.033102
46,0.017223,0.032437
47,0.016906,0.031521
48,0.016659,0.033382
49,0.016609,0.032206
50,0.016000,0.032576
51,0.015392,0.031012
52,0.015580,0.032115
53,0.015728,0.032440
54,0.015980,0.031689
55,0.015125,0.034074
56,0.014888,0.032133
57,0.014801,0.031679
58,0.014577,0.032272
59,0.014347,0.031842
60,0.014069,0.031712
