step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1000,0.3438,0.4375,80.039,0.0509,-39.408,0.0200,1.5756,nan,0.0,109.9
2000,0.1562,0.2500,-4.724,0.0258,-47.022,0.0200,9.1190,nan,0.0,220.0
3000,0.0938,0.2188,20.772,0.0395,-59.886,0.0200,12.3447,nan,0.0,328.8
4000,0.1250,0.2812,-0.361,0.0332,-6.462,0.0143,28.3084,-0.8314,0.0,443.4
