epoch,train_mse,val_mse
1,0.064408,0.027239
2,0.023947,0.024493
3,0.022562,0.024799
4,0.021670,0.024017
5,0.021338,0.023685
6,0.021309,0.023128
7,0.020760,0.024244
8,0.020571,0.022987
9,0.020937,0.023031
10,0.020858,0.023307
11,0.020509,0.023008
12,0.020264,0.022690
13,0.020333,0.023290
14,0.020041,0.022794
15,0.019644,0.022806
16,0.019962,0.022696
17,0.019544,0.023770
18,0.020138,0.022598
19,0.019272,0.022319
20,0.019286,0.023719
21,0.019348,0.022830
22,0.019193,0.022354
23,0.018843,0.022157
24,0.019090,0.022319
25,0.019513,0.022276
26,0.018778,0.022714
27,0.018911,0.023915
28,0.018807,0.023221
29,0.018633,0.023510
30,0.018661,0.022083
31,0.018148,0.022259
32,0.018446,0.024023
33,0.018407,0.022912
34,0.018247,0.021698
35,0.017864,0.022968
36,0.018005,0.022664
37,0.018185,0.023597
38,0.018138,0.022350
39,0.018019,0.022914
40,0.018239,0.023003
41,0.017638,0.023025
42,0.017201,0.023285
43,0.017185,0.024442
44,0.017658,0.021631
45,0.017170,0.023421
46,0.016701,0.022950
47,0.016855,0.023995
48,0.016888,0.023164
49,0.016931,0.024524
50,0.016945,0.023750
51,0.016333,0.023634
52,0.016230,0.023446
53,0.016352,0.023880
54,0.016203,0.024813
55,0.016123,0.024511
56,0.015988,0.025092
57,0.016296,0.024053
58,0.015706,0.024487
59,0.016150,0.024285
60,0.016066,0.024500
