epoch,train_mse,val_mse
1,0.048434,0.011551
2,0.009233,0.008516
3,0.007463,0.007620
4,0.006777,0.007861
5,0.006196,0.007566
6,0.005711,0.007322
7,0.005548,0.007034
8,0.005373,0.006799
9,0.005196,0.007292
10,0.005833,0.006831
11,0.004932,0.006655
12,0.004945,0.006719
13,0.004555,0.008752
14,0.005089,0.007434
15,0.004378,0.008167
16,0.004594,0.007875
17,0.004056,0.008078
18,0.003895,0.007735
19,0.003916,0.007352
20,0.003827,0.008319
21,0.003814,0.008198
22,0.003935,0.007955
23,0.003598,0.007719
24,0.003851,0.009521
25,0.003561,0.007786
26,0.003436,0.007984
27,0.003630,0.008322
28,0.003306,0.007766
29,0.003094,0.007937
30,0.003233,0.007912
31,0.003029,0.008500
32,0.003106,0.008509
33,0.002996,0.008694
34,0.002873,0.008202
35,0.002749,0.008681
36,0.002726,0.008027
37,0.002813,0.008109
38,0.002636,0.008332
39,0.002730,0.008349
40,0.002607,0.008630
41,0.002664,0.007851
42,0.003118,0.009367
43,0.002871,0.009538
44,0.002681,0.008600
45,0.002412,0.009344
46,0.002335,0.008603
47,0.002311,0.008714
48,0.002191,0.008706
49,0.002545,0.008677
50,0.003149,0.009216
51,0.002608,0.008333
52,0.002166,0.008826
53,0.002083,0.009752
54,0.002065,0.008265
55,0.001839,0.008953
56,0.002139,0.008812
57,0.002115,0.009650
58,0.001841,0.008635
59,0.001896,0.009302
60,0.002010,0.008298
