step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1000,0.8750,0.8750,263.374,0.1137,-32.221,0.0200,1.7305,nan,0.0,155.5
2000,0.9062,0.9062,241.856,0.1170,-36.810,0.0200,8.0527,nan,0.0,307.0
3000,0.9062,0.9062,262.429,0.1166,-38.985,0.0200,85.3298,nan,0.0,460.5
4000,0.9688,1.0000,338.687,0.1379,1.045,0.0146,25.0828,-0.9039,0.0,619.2
